Gene name	Gene stable ID	Transcript stable ID
nlgn4xa	ENSDARG00000079455	ENSDART00000113818
nlgn4xa	ENSDARG00000079455	ENSDART00000128317
zgc:113298	ENSDARG00000071648	ENSDART00000150147
zgc:113298	ENSDARG00000071648	ENSDART00000106104
zgc:113298	ENSDARG00000071648	ENSDART00000149907
	ENSDARG00000095337	ENSDART00000138738
	ENSDARG00000097225	ENSDART00000157333
sparcl2	ENSDARG00000097063	ENSDART00000156417
	ENSDARG00000094616	ENSDART00000145657
	ENSDARG00000094616	ENSDART00000142233
	ENSDARG00000094616	ENSDART00000190891
	ENSDARG00000094616	ENSDART00000144851
	ENSDARG00000094616	ENSDART00000133880
	ENSDARG00000094616	ENSDART00000176877
zgc:153911	ENSDARG00000002509	ENSDART00000075299
pudp	ENSDARG00000027826	ENSDART00000137156
pudp	ENSDARG00000027826	ENSDART00000135078
	ENSDARG00000010408	ENSDART00000126808
mxd4	ENSDARG00000054031	ENSDART00000059264
tyw1	ENSDARG00000062987	ENSDART00000152633
tyw1	ENSDARG00000062987	ENSDART00000142870
ambp	ENSDARG00000004296	ENSDART00000135645
ambp	ENSDARG00000004296	ENSDART00000193648
ambp	ENSDARG00000004296	ENSDART00000135457
ambp	ENSDARG00000004296	ENSDART00000027026
ambp	ENSDARG00000004296	ENSDART00000130283
ambp	ENSDARG00000004296	ENSDART00000142677
arpp19b	ENSDARG00000039880	ENSDART00000058336
arpp19b	ENSDARG00000039880	ENSDART00000131415
rps28	ENSDARG00000035860	ENSDART00000154802
rps28	ENSDARG00000035860	ENSDART00000052063
rps28	ENSDARG00000035860	ENSDART00000143732
rps28	ENSDARG00000035860	ENSDART00000133109
chka	ENSDARG00000041078	ENSDART00000060015
chka	ENSDARG00000041078	ENSDART00000060184
rps27.1	ENSDARG00000023298	ENSDART00000031173
	ENSDARG00000104332	ENSDART00000160097
tacr3a	ENSDARG00000075112	ENSDART00000148416
tacr3a	ENSDARG00000075112	ENSDART00000145044
si:dkey-103j14.5	ENSDARG00000002219	ENSDART00000051886
si:dkey-103j14.5	ENSDARG00000002219	ENSDART00000132828
	ENSDARG00000098889	ENSDART00000172231
mrpl42	ENSDARG00000079391	ENSDART00000111858
ctslb	ENSDARG00000074306	ENSDART00000047916
	ENSDARG00000093010	ENSDART00000138331
	ENSDARG00000096588	ENSDART00000152549
	ENSDARG00000105603	ENSDART00000173961
	ENSDARG00000093645	ENSDART00000132552
ebag9	ENSDARG00000040021	ENSDART00000058546
f13a1b	ENSDARG00000036893	ENSDART00000184049
f13a1b	ENSDARG00000036893	ENSDART00000149510
f13a1b	ENSDARG00000036893	ENSDART00000182530
f13a1b	ENSDARG00000036893	ENSDART00000102535
colec11	ENSDARG00000013266	ENSDART00000025019
colec11	ENSDARG00000013266	ENSDART00000187252
	ENSDARG00000042937	ENSDART00000043484
	ENSDARG00000111173	ENSDART00000142684
	ENSDARG00000094473	ENSDART00000135766
hsd11b1la	ENSDARG00000071377	ENSDART00000105315
hsd11b1la	ENSDARG00000071377	ENSDART00000061739
grm6b	ENSDARG00000025671	ENSDART00000143677
grm6b	ENSDARG00000025671	ENSDART00000114226
grm6b	ENSDARG00000025671	ENSDART00000033657
	ENSDARG00000092630	ENSDART00000141433
thy1	ENSDARG00000035018	ENSDART00000127270
thy1	ENSDARG00000035018	ENSDART00000045410
ctslb	ENSDARG00000039173	ENSDART00000145570
ctslb	ENSDARG00000039173	ENSDART00000182074
	ENSDARG00000037196	ENSDART00000054092
	ENSDARG00000037196	ENSDART00000152180
mybl2b	ENSDARG00000032264	ENSDART00000185383
mybl2b	ENSDARG00000032264	ENSDART00000040577
mybl2b	ENSDARG00000032264	ENSDART00000121489
mybl2b	ENSDARG00000032264	ENSDART00000137479
ccsapa	ENSDARG00000025325	ENSDART00000159900
ccsapa	ENSDARG00000025325	ENSDART00000037729
	ENSDARG00000097542	ENSDART00000155590
btr06	ENSDARG00000054184	ENSDART00000173946
btr06	ENSDARG00000054184	ENSDART00000076318
ahcyl1	ENSDARG00000056331	ENSDART00000078792
ahcyl1	ENSDARG00000056331	ENSDART00000078795
mif4gda	ENSDARG00000102080	ENSDART00000181407
mif4gda	ENSDARG00000102080	ENSDART00000168236
mif4gda	ENSDARG00000102080	ENSDART00000167674
cldna	ENSDARG00000069888	ENSDART00000102086
drd4a	ENSDARG00000038363	ENSDART00000012603
drd4a	ENSDARG00000038363	ENSDART00000172689
drd4a	ENSDARG00000038363	ENSDART00000155302
drd4a	ENSDARG00000038363	ENSDART00000191884
atp1a2a	ENSDARG00000010472	ENSDART00000011188
atp1a2a	ENSDARG00000010472	ENSDART00000093298
ccr10	ENSDARG00000040643	ENSDART00000059507
arhgap21b	ENSDARG00000075673	ENSDART00000141074
arhgap21b	ENSDARG00000075673	ENSDART00000135867
arhgap21b	ENSDARG00000075673	ENSDART00000091298
arhgap21b	ENSDARG00000075673	ENSDART00000182569
arhgap21b	ENSDARG00000075673	ENSDART00000144018
arhgap21b	ENSDARG00000075673	ENSDART00000134083
apmap	ENSDARG00000017422	ENSDART00000025910
	ENSDARG00000095804	ENSDART00000149333
	ENSDARG00000077318	ENSDART00000111079
si:ch211-256a21.4	ENSDARG00000097032	ENSDART00000156444
si:dkey-242h9.5	ENSDARG00000092535	ENSDART00000139114
	ENSDARG00000096638	ENSDART00000152685
pvrl2l	ENSDARG00000063390	ENSDART00000144571
pvrl2l	ENSDARG00000063390	ENSDART00000170952
HEPH	ENSDARG00000026403	ENSDART00000135985
iffo1b	ENSDARG00000062108	ENSDART00000123011
iffo1b	ENSDARG00000062108	ENSDART00000089386
iffo1b	ENSDARG00000062108	ENSDART00000136504
	ENSDARG00000076830	ENSDART00000135772
	ENSDARG00000076830	ENSDART00000141683
	ENSDARG00000076830	ENSDART00000167089
	ENSDARG00000076830	ENSDART00000146793
	ENSDARG00000076830	ENSDART00000134326
	ENSDARG00000076830	ENSDART00000112382
GRB7	ENSDARG00000042726	ENSDART00000062699
stx10	ENSDARG00000075030	ENSDART00000112098
ext1a	ENSDARG00000103155	ENSDART00000159902
sema3aa	ENSDARG00000019235	ENSDART00000051792
mbd2	ENSDARG00000075952	ENSDART00000159346
mbd2	ENSDARG00000075952	ENSDART00000181112
nubp1	ENSDARG00000055472	ENSDART00000155396
doc2b	ENSDARG00000088293	ENSDART00000184915
doc2b	ENSDARG00000088293	ENSDART00000128773
doc2b	ENSDARG00000088293	ENSDART00000131041
tmc8	ENSDARG00000101050	ENSDART00000173265
tmc8	ENSDARG00000101050	ENSDART00000168621
tmc8	ENSDARG00000101050	ENSDART00000173211
	ENSDARG00000097953	ENSDART00000154602
	ENSDARG00000097953	ENSDART00000154301
opn7c	ENSDARG00000030867	ENSDART00000142730
rprma	ENSDARG00000053383	ENSDART00000075420
ankk1	ENSDARG00000056921	ENSDART00000079504
TRMT1L	ENSDARG00000042057	ENSDART00000183596
TRMT1L	ENSDARG00000042057	ENSDART00000146924
TRMT1L	ENSDARG00000042057	ENSDART00000139648
TRMT1L	ENSDARG00000042057	ENSDART00000153031
	ENSDARG00000105459	ENSDART00000173032
si:dkey-23a13.20	ENSDARG00000100906	ENSDART00000123660
lyplal1	ENSDARG00000088764	ENSDART00000154220
lyplal1	ENSDARG00000088764	ENSDART00000128169
lyplal1	ENSDARG00000088764	ENSDART00000155432
lyplal1	ENSDARG00000088764	ENSDART00000103722
lyplal1	ENSDARG00000088764	ENSDART00000157109
rbm48	ENSDARG00000033754	ENSDART00000049147
igbp1	ENSDARG00000002184	ENSDART00000146814
igbp1	ENSDARG00000002184	ENSDART00000006899
	ENSDARG00000093450	ENSDART00000135168
	ENSDARG00000093450	ENSDART00000140829
gsk3ab	ENSDARG00000015681	ENSDART00000138335
gsk3ab	ENSDARG00000015681	ENSDART00000131997
gsk3ab	ENSDARG00000015681	ENSDART00000024935
	ENSDARG00000092078	ENSDART00000137961
	ENSDARG00000092078	ENSDART00000144943
	ENSDARG00000092078	ENSDART00000137162
	ENSDARG00000092078	ENSDART00000137442
	ENSDARG00000105359	ENSDART00000166041
gpr158b	ENSDARG00000079665	ENSDART00000113081
gpr158b	ENSDARG00000079665	ENSDART00000158175
pdcd4a	ENSDARG00000021702	ENSDART00000168640
pdcd4a	ENSDARG00000021702	ENSDART00000185348
pdcd4a	ENSDARG00000021702	ENSDART00000185187
pdcd4a	ENSDARG00000021702	ENSDART00000171752
	ENSDARG00000096968	ENSDART00000156113
dazap1	ENSDARG00000070846	ENSDART00000145516
dazap1	ENSDARG00000070846	ENSDART00000160909
dazap1	ENSDARG00000070846	ENSDART00000129663
dazap1	ENSDARG00000070846	ENSDART00000130768
dazap1	ENSDARG00000070846	ENSDART00000142935
trpc4a	ENSDARG00000070507	ENSDART00000080789
trpc4a	ENSDARG00000070507	ENSDART00000191551
zc3h11a	ENSDARG00000009754	ENSDART00000155697
zc3h11a	ENSDARG00000009754	ENSDART00000128309
zc3h11a	ENSDARG00000009754	ENSDART00000103766
	ENSDARG00000077124	ENSDART00000182836
	ENSDARG00000077124	ENSDART00000186076
	ENSDARG00000077124	ENSDART00000152659
	ENSDARG00000101124	ENSDART00000157544
	ENSDARG00000101124	ENSDART00000162311
	ENSDARG00000101124	ENSDART00000170910
	ENSDARG00000101124	ENSDART00000169054
	ENSDARG00000101124	ENSDART00000157590
	ENSDARG00000101124	ENSDART00000160099
	ENSDARG00000101124	ENSDART00000171257
	ENSDARG00000101124	ENSDART00000160739
	ENSDARG00000067828	ENSDART00000003907
nf1b	ENSDARG00000004184	ENSDART00000131897
dcaf12	ENSDARG00000063155	ENSDART00000092015
dcaf12	ENSDARG00000063155	ENSDART00000151757
	ENSDARG00000096606	ENSDART00000152776
map4k6	ENSDARG00000033444	ENSDART00000100351
	ENSDARG00000088861	ENSDART00000150838
	ENSDARG00000088861	ENSDART00000135131
ATP8B4	ENSDARG00000079453	ENSDART00000152787
ATP8B4	ENSDARG00000079453	ENSDART00000115343
rnf169	ENSDARG00000042825	ENSDART00000062856
	ENSDARG00000100423	ENSDART00000161682
aimp1a	ENSDARG00000060036	ENSDART00000084184
creb3l3l	ENSDARG00000020926	ENSDART00000024872
creb3l3l	ENSDARG00000020926	ENSDART00000170284
creb3l3l	ENSDARG00000020926	ENSDART00000164134
	ENSDARG00000104656	ENSDART00000165408
si:dkey-25c4.1	ENSDARG00000091901	ENSDART00000141375
cd82a	ENSDARG00000019098	ENSDART00000149426
cd82a	ENSDARG00000019098	ENSDART00000189750
cd82a	ENSDARG00000019098	ENSDART00000010323
fbxo15	ENSDARG00000016897	ENSDART00000143160
fbxo15	ENSDARG00000016897	ENSDART00000042943
fbxo15	ENSDARG00000016897	ENSDART00000181296
psmb7	ENSDARG00000037962	ENSDART00000132467
psmb7	ENSDARG00000037962	ENSDART00000141841
psmb7	ENSDARG00000037962	ENSDART00000129749
psmb7	ENSDARG00000037962	ENSDART00000055325
psmb7	ENSDARG00000037962	ENSDART00000133804
	ENSDARG00000096996	ENSDART00000153858
col8a1b	ENSDARG00000003533	ENSDART00000019846
col8a1b	ENSDARG00000003533	ENSDART00000154717
col8a1b	ENSDARG00000003533	ENSDART00000182377
dnmt3ab	ENSDARG00000015566	ENSDART00000151921
dnmt3ab	ENSDARG00000015566	ENSDART00000126823
dnmt3ab	ENSDARG00000015566	ENSDART00000186408
dnmt3ab	ENSDARG00000015566	ENSDART00000187180
	ENSDARG00000115281	ENSDART00000192819
zgc:194989	ENSDARG00000114405	ENSDART00000073457
zgc:194989	ENSDARG00000114405	ENSDART00000180682
sla2b	ENSDARG00000020788	ENSDART00000146900
sla2b	ENSDARG00000020788	ENSDART00000134659
sla2b	ENSDARG00000020788	ENSDART00000188009
asic1c	ENSDARG00000098428	ENSDART00000159840
asic1c	ENSDARG00000098428	ENSDART00000169227
	ENSDARG00000097460	ENSDART00000153877
matn3a	ENSDARG00000069245	ENSDART00000148809
matn3a	ENSDARG00000069245	ENSDART00000100608
matn3a	ENSDARG00000069245	ENSDART00000149001
matn3a	ENSDARG00000069245	ENSDART00000100610
matn3a	ENSDARG00000069245	ENSDART00000153304
lrrc4ba	ENSDARG00000004597	ENSDART00000186832
lrrc4ba	ENSDARG00000004597	ENSDART00000183790
lrrc4ba	ENSDARG00000004597	ENSDART00000150958
atg3	ENSDARG00000009350	ENSDART00000041304
sh3glb1b	ENSDARG00000010956	ENSDART00000135107
sh3glb1b	ENSDARG00000010956	ENSDART00000177639
sh3glb1b	ENSDARG00000010956	ENSDART00000157601
sh3glb1b	ENSDARG00000010956	ENSDART00000045933
sh3glb1b	ENSDARG00000010956	ENSDART00000190186
sh3glb1b	ENSDARG00000010956	ENSDART00000131840
sh3glb1b	ENSDARG00000010956	ENSDART00000152046
	ENSDARG00000098260	ENSDART00000171733
	ENSDARG00000099535	ENSDART00000167806
si:ch211-113d22.2	ENSDARG00000100139	ENSDART00000168541
si:ch211-113d22.2	ENSDARG00000100139	ENSDART00000159338
si:ch211-113d22.2	ENSDARG00000100139	ENSDART00000164072
pagr1	ENSDARG00000076966	ENSDART00000108771
pagr1	ENSDARG00000076966	ENSDART00000152482
pagr1	ENSDARG00000076966	ENSDART00000179922
eif4h	ENSDARG00000042252	ENSDART00000160191
eif4h	ENSDARG00000042252	ENSDART00000132227
eif4h	ENSDARG00000042252	ENSDART00000161721
eif4h	ENSDARG00000042252	ENSDART00000144949
skia	ENSDARG00000042151	ENSDART00000100667
zfand5a	ENSDARG00000018898	ENSDART00000134773
zfand5a	ENSDARG00000018898	ENSDART00000134242
zfand5a	ENSDARG00000018898	ENSDART00000139701
zfand5a	ENSDARG00000018898	ENSDART00000009952
zgc:112496	ENSDARG00000004274	ENSDART00000066583
mdh1b	ENSDARG00000018008	ENSDART00000131254
mdh1b	ENSDARG00000018008	ENSDART00000141653
mdh1b	ENSDARG00000018008	ENSDART00000144454
mdh1b	ENSDARG00000018008	ENSDART00000134199
btbd8	ENSDARG00000103802	ENSDART00000170915
znf507	ENSDARG00000052164	ENSDART00000098942
znf507	ENSDARG00000052164	ENSDART00000162237
josd1	ENSDARG00000071548	ENSDART00000105854
josd1	ENSDARG00000071548	ENSDART00000186074
zgc:162025	ENSDARG00000046141	ENSDART00000067843
cd81a	ENSDARG00000036080	ENSDART00000148515
cd81a	ENSDARG00000036080	ENSDART00000052383
cd81a	ENSDARG00000036080	ENSDART00000148621
rnf141	ENSDARG00000041802	ENSDART00000061265
rnf141	ENSDARG00000041802	ENSDART00000136320
	ENSDARG00000096747	ENSDART00000153165
mydgf	ENSDARG00000071679	ENSDART00000106156
mydgf	ENSDARG00000071679	ENSDART00000141276
pkp3b	ENSDARG00000079438	ENSDART00000113744
pkp3b	ENSDARG00000079438	ENSDART00000173862
pkp3b	ENSDARG00000079438	ENSDART00000175614
tnfaip8l1	ENSDARG00000086457	ENSDART00000140313
tnfaip8l1	ENSDARG00000086457	ENSDART00000124889
marchf5	ENSDARG00000032552	ENSDART00000043069
	ENSDARG00000097736	ENSDART00000154828
pcdh20	ENSDARG00000101910	ENSDART00000164749
ihhb	ENSDARG00000058815	ENSDART00000122719
ihhb	ENSDARG00000058815	ENSDART00000081760
bmi1b	ENSDARG00000013076	ENSDART00000185792
bmi1b	ENSDARG00000013076	ENSDART00000141415
bmi1b	ENSDARG00000013076	ENSDART00000135417
ccdc90b	ENSDARG00000044626	ENSDART00000065563
rpl5b	ENSDARG00000015862	ENSDART00000127695
	ENSDARG00000096017	ENSDART00000148168
g3bp2a	ENSDARG00000014790	ENSDART00000180810
g3bp2a	ENSDARG00000014790	ENSDART00000046376
timm23a	ENSDARG00000071396	ENSDART00000149946
timm23a	ENSDARG00000071396	ENSDART00000105523
nyx	ENSDARG00000061791	ENSDART00000088569
zgc:153631	ENSDARG00000068993	ENSDART00000146457
zgc:153631	ENSDARG00000068993	ENSDART00000135925
zgc:153631	ENSDARG00000068993	ENSDART00000187867
zgc:153631	ENSDARG00000068993	ENSDART00000143718
zgc:153631	ENSDARG00000068993	ENSDART00000100014
zgc:153631	ENSDARG00000068993	ENSDART00000142883
rpap1	ENSDARG00000075072	ENSDART00000110167
rpap1	ENSDARG00000075072	ENSDART00000191092
	ENSDARG00000097687	ENSDART00000154049
nutf2	ENSDARG00000056531	ENSDART00000132034
nutf2	ENSDARG00000056531	ENSDART00000079050
ift46	ENSDARG00000011240	ENSDART00000149772
ift46	ENSDARG00000011240	ENSDART00000088605
naa60	ENSDARG00000061185	ENSDART00000086994
	ENSDARG00000095132	ENSDART00000135010
	ENSDARG00000095132	ENSDART00000123524
	ENSDARG00000095132	ENSDART00000181920
	ENSDARG00000095132	ENSDART00000164068
	ENSDARG00000095132	ENSDART00000191778
	ENSDARG00000095132	ENSDART00000191855
	ENSDARG00000095132	ENSDART00000182532
prune2	ENSDARG00000059423	ENSDART00000145791
prune2	ENSDARG00000059423	ENSDART00000147298
prune2	ENSDARG00000059423	ENSDART00000082577
tap2a	ENSDARG00000036787	ENSDART00000031380
	ENSDARG00000079221	ENSDART00000156125
	ENSDARG00000079221	ENSDART00000177269
	ENSDARG00000079221	ENSDART00000153806
cebpz	ENSDARG00000045857	ENSDART00000099315
	ENSDARG00000094301	ENSDART00000140235
	ENSDARG00000114873	ENSDART00000193555
	ENSDARG00000103707	ENSDART00000161459
	ENSDARG00000097437	ENSDART00000155849
yars2	ENSDARG00000077299	ENSDART00000076439
	ENSDARG00000115333	ENSDART00000184586
	ENSDARG00000115584	ENSDART00000193441
ndufaf7	ENSDARG00000033134	ENSDART00000135194
ndufaf7	ENSDARG00000033134	ENSDART00000067397
btk	ENSDARG00000004433	ENSDART00000148737
itpkca	ENSDARG00000002994	ENSDART00000148346
ddx59	ENSDARG00000022177	ENSDART00000105600
ddx59	ENSDARG00000022177	ENSDART00000128290
ponzr6	ENSDARG00000036382	ENSDART00000137203
tmc2b	ENSDARG00000030311	ENSDART00000044471
tmc2b	ENSDARG00000030311	ENSDART00000141924
chrna5	ENSDARG00000003420	ENSDART00000185249
chrna5	ENSDARG00000003420	ENSDART00000021372
timm17b	ENSDARG00000060124	ENSDART00000084417
yeats4	ENSDARG00000045874	ENSDART00000067427
tsc22d3	ENSDARG00000075666	ENSDART00000054115
fmoda	ENSDARG00000044895	ENSDART00000065985
fmoda	ENSDARG00000044895	ENSDART00000186322
gypc	ENSDARG00000041546	ENSDART00000060905
gypc	ENSDARG00000041546	ENSDART00000189445
zcrb1	ENSDARG00000045691	ENSDART00000067174
zcrb1	ENSDARG00000045691	ENSDART00000067172
PCDH11X	ENSDARG00000098652	ENSDART00000173423
PCDH11X	ENSDARG00000098652	ENSDART00000159727
	ENSDARG00000100468	ENSDART00000166466
	ENSDARG00000101459	ENSDART00000167934
	ENSDARG00000101459	ENSDART00000192116
	ENSDARG00000101459	ENSDART00000165372
	ENSDARG00000101459	ENSDART00000192178
	ENSDARG00000101459	ENSDART00000192362
	ENSDARG00000101459	ENSDART00000181204
	ENSDARG00000101459	ENSDART00000183689
utp4	ENSDARG00000017675	ENSDART00000010821
si:ch211-198e20.10	ENSDARG00000089513	ENSDART00000155236
ost4	ENSDARG00000096118	ENSDART00000150698
mfrp	ENSDARG00000087814	ENSDART00000131049
arsg	ENSDARG00000101715	ENSDART00000170035
arsg	ENSDARG00000101715	ENSDART00000170127
	ENSDARG00000095555	ENSDART00000135159
tbcc	ENSDARG00000022918	ENSDART00000015643
	ENSDARG00000094135	ENSDART00000133088
	ENSDARG00000094135	ENSDART00000144527
dalrd3	ENSDARG00000068602	ENSDART00000099283
adipor1a	ENSDARG00000002912	ENSDART00000082761
adipor1a	ENSDARG00000002912	ENSDART00000131976
adipor1a	ENSDARG00000002912	ENSDART00000186283
si:ch73-281i18.7	ENSDARG00000103395	ENSDART00000161799
si:ch73-281i18.7	ENSDARG00000103395	ENSDART00000163498
si:ch73-281i18.7	ENSDARG00000103395	ENSDART00000123035
ARHGEF38	ENSDARG00000079377	ENSDART00000112263
ncoa5	ENSDARG00000016345	ENSDART00000018270
ncoa5	ENSDARG00000016345	ENSDART00000135296
ncoa5	ENSDARG00000016345	ENSDART00000141700
	ENSDARG00000091317	ENSDART00000128049
	ENSDARG00000091317	ENSDART00000142655
	ENSDARG00000091317	ENSDART00000136700
hspa12a.2	ENSDARG00000096726	ENSDART00000153262
trim35-20	ENSDARG00000070847	ENSDART00000036273
	ENSDARG00000096678	ENSDART00000167646
	ENSDARG00000096678	ENSDART00000153374
arhgdig	ENSDARG00000004034	ENSDART00000019004
arhgdig	ENSDARG00000004034	ENSDART00000132761
TNNI1	ENSDARG00000000474	ENSDART00000000488
cnot6l	ENSDARG00000054597	ENSDART00000147121
cnot6l	ENSDARG00000054597	ENSDART00000182886
cnot6l	ENSDARG00000054597	ENSDART00000076807
	ENSDARG00000097891	ENSDART00000157300
	ENSDARG00000097891	ENSDART00000154772
	ENSDARG00000097891	ENSDART00000155072
	ENSDARG00000097891	ENSDART00000155497
DDR2	ENSDARG00000058695	ENSDART00000182239
DDR2	ENSDARG00000058695	ENSDART00000147146
	ENSDARG00000099189	ENSDART00000163721
	ENSDARG00000099189	ENSDART00000162825
spint1b	ENSDARG00000012467	ENSDART00000008077
	ENSDARG00000073950	ENSDART00000135379
	ENSDARG00000073950	ENSDART00000103971
sftpbb	ENSDARG00000067566	ENSDART00000097254
tbl1xr1a	ENSDARG00000058696	ENSDART00000081607
tbl1xr1a	ENSDARG00000058696	ENSDART00000126523
tbl1xr1a	ENSDARG00000058696	ENSDART00000141612
tbl1xr1a	ENSDARG00000058696	ENSDART00000169141
kcnk6	ENSDARG00000007383	ENSDART00000021192
	ENSDARG00000095291	ENSDART00000132870
	ENSDARG00000095291	ENSDART00000146000
psd2	ENSDARG00000063036	ENSDART00000169091
psd2	ENSDARG00000063036	ENSDART00000167228
proca	ENSDARG00000093079	ENSDART00000138080
proca	ENSDARG00000093079	ENSDART00000132496
proca	ENSDARG00000093079	ENSDART00000146954
proca	ENSDARG00000093079	ENSDART00000172143
smarcd1	ENSDARG00000019004	ENSDART00000142863
smarcd1	ENSDARG00000019004	ENSDART00000003422
si:dkeyp-72g9.4	ENSDARG00000073704	ENSDART00000114359
si:dkeyp-72g9.4	ENSDARG00000073704	ENSDART00000131591
si:dkeyp-72g9.4	ENSDARG00000073704	ENSDART00000131477
NTS	ENSDARG00000057887	ENSDART00000080638
NTS	ENSDARG00000057887	ENSDART00000142353
pi15a	ENSDARG00000045378	ENSDART00000141620
	ENSDARG00000099469	ENSDART00000166491
ptbp3	ENSDARG00000043757	ENSDART00000146727
ptbp3	ENSDARG00000043757	ENSDART00000189946
ptbp3	ENSDARG00000043757	ENSDART00000040308
	ENSDARG00000097342	ENSDART00000155888
	ENSDARG00000017537	ENSDART00000126468
	ENSDARG00000017537	ENSDART00000139723
	ENSDARG00000017537	ENSDART00000136060
	ENSDARG00000017537	ENSDART00000024358
	ENSDARG00000017537	ENSDART00000132675
	ENSDARG00000017537	ENSDART00000145809
	ENSDARG00000094146	ENSDART00000145199
itgb5	ENSDARG00000012942	ENSDART00000145263
itgb5	ENSDARG00000012942	ENSDART00000138148
itgb5	ENSDARG00000012942	ENSDART00000080005
itgb5	ENSDARG00000012942	ENSDART00000131429
itgb5	ENSDARG00000012942	ENSDART00000101756
cyp1b1	ENSDARG00000068934	ENSDART00000126013
cyp1b1	ENSDARG00000068934	ENSDART00000131147
si:dkey-23n7.10	ENSDARG00000104129	ENSDART00000157416
si:dkey-23n7.10	ENSDARG00000104129	ENSDART00000159884
sgca	ENSDARG00000074156	ENSDART00000149427
sgca	ENSDARG00000074156	ENSDART00000148835
	ENSDARG00000052019	ENSDART00000148932
	ENSDARG00000101668	ENSDART00000161694
	ENSDARG00000101668	ENSDART00000163189
terb1	ENSDARG00000058587	ENSDART00000142270
terb1	ENSDARG00000058587	ENSDART00000081468
rgs5b	ENSDARG00000017860	ENSDART00000016607
znfl1b	ENSDARG00000075996	ENSDART00000141063
kctd8	ENSDARG00000067507	ENSDART00000126777
kctd8	ENSDARG00000067507	ENSDART00000097144
ttpal	ENSDARG00000070644	ENSDART00000103934
ttpal	ENSDARG00000070644	ENSDART00000146729
aldh16a1	ENSDARG00000037935	ENSDART00000124943
	ENSDARG00000103815	ENSDART00000165747
	ENSDARG00000093180	ENSDART00000144942
	ENSDARG00000093180	ENSDART00000135567
BDKRB2	ENSDARG00000043664	ENSDART00000064110
rtcb	ENSDARG00000101047	ENSDART00000164735
rtcb	ENSDARG00000101047	ENSDART00000168167
rtcb	ENSDARG00000101047	ENSDART00000169470
ptprfb	ENSDARG00000005754	ENSDART00000083314
ptprfb	ENSDARG00000005754	ENSDART00000155124
ptprfb	ENSDARG00000005754	ENSDART00000190089
ptprfb	ENSDARG00000005754	ENSDART00000191872
ptprfb	ENSDARG00000005754	ENSDART00000184039
ptprfb	ENSDARG00000005754	ENSDART00000179791
